Name,Price,SellDate,Date,Condition,Mileage,Origin,Body Type,Engine Type,Color,Color inside,Seats,Doors,City
Xe Mazda 3 1.5 AT 2018 - 455 Trieu,455 Trieu,4/11/2024,2018,Xe da dung,"80,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,Ha Noi
Xe Hyundai Tucson 2.0 ATH 2020 - 686 Trieu,686 Trieu,4/11/2024,2020,Xe da dung,0 Km,Lap rap trong nuoc,Crossover,Xang 2.0 L,Vang,Ghi,5 cho,5 cua,Ha Noi
Xe Mitsubishi Xpander 1.5 AT 2020 - 525 Trieu,525 Trieu,4/11/2024,2020,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Hyundai Creta Dac biet 1.5 AT 2023 - 625 Trieu,625 Trieu,4/11/2024,2023,Xe da dung,"20,000 Km",Nhap khau,Crossover,Xang 1.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E250 2017 - 1 Ty 55 Trieu,1 Ty 55 Trieu,4/11/2024,2017,Xe da dung,"112,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Fortuner 2.7V 4x2 AT 2019 - 795 Trieu,795 Trieu,4/11/2024,2019,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 2.7 L,Nau,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2019 - 1 Ty 230 Trieu,1 Ty 230 Trieu,4/11/2024,2019,Xe da dung,"40,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Ford EcoSport Titanium 1.5L AT 2019 - 450 Trieu,450 Trieu,4/11/2024,2019,Xe da dung,"70,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz V class V250 AMG 2023 - 3 Ty 499 Trieu,3 Ty 499 Trieu,4/11/2024,2023,Xe da dung,50 Km,Nhap khau,Van/Minivan,Xang 2.0 L,Trang,Cam,6 cho,5 cua,Ha Noi
Xe Mazda 3 1.5 AT 2017 - 425 Trieu,425 Trieu,4/11/2024,2017,Xe da dung,"60,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.5 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz Maybach S450 4Matic 2020 - 4 Ty 650 Trieu,4 Ty 650 Trieu,4/11/2024,2020,Xe da dung,"30,000 Km",Nhap khau,Sedan,Xang 3.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2020 - 745 Trieu,745 Trieu,4/11/2024,2020,Xe da dung,"52,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xanh,Kem,7 cho,5 cua,Ha Noi
Xe Lexus RX 200t 2016 - 1 Ty 855 Trieu,1 Ty 855 Trieu,4/11/2024,2016,Xe da dung,"10,000 Km",Nhap khau,SUV,Xang 2.0 L,Vang,Nau,5 cho,5 cua,Ha Noi
Xe VinFast VF3 Plus 2024 - 240 Trieu,240 Trieu,4/11/2024,2024,Xe da dung,30 Km,Lap rap trong nuoc,Hatchback,Dien,Tim,Nhieu mau,4 cho,3 cua,Ha Noi
Xe Honda CRV L 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"57,000 Km",Nhap khau,SUV,Xang 1.5 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Kia Sorento 2.4 GAT Premium 2019 - 608 Trieu,608 Trieu,4/11/2024,2019,Xe da dung,"63,000 Km",Lap rap trong nuoc,SUV,Xang 2.4 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Mazda 2 1.5 AT 2015 - 345 Trieu,345 Trieu,4/11/2024,2015,Xe da dung,"6,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.5 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Lexus LX 570 2019 - 6 Ty 850 Trieu,6 Ty 850 Trieu,4/11/2024,2019,Xe da dung,"99,000 Km",Nhap khau,SUV,Xang 5.7 L,Vang,Kem,7 cho,5 cua,Ha Noi
Xe Lexus RX 350 2016 - 2 Ty 380 Trieu,2 Ty 380 Trieu,4/11/2024,2016,Xe da dung,"60,000 Km",Nhap khau,SUV,Xang 3.5 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Kia Carens S SX 2.0 AT 2014 - 365 Trieu,365 Trieu,4/11/2024,2014,Xe da dung,"27,886 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Lexus LX 570 2016 - 4 Ty 600 Trieu,4 Ty 600 Trieu,4/11/2024,2016,Xe da dung,0 Km,Nhap khau,SUV,Xang 5.7 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe VinFast Lux A 2.0 2.0 AT 2020 - 560 Trieu,560 Trieu,4/11/2024,2020,Xe da dung,"44,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Den,5 cho,4 cua,Ha Noi
Xe Toyota Land Cruiser 4.6 V8 2021 - 4 Ty 550 Trieu,4 Ty 550 Trieu,4/11/2024,2021,Xe da dung,"73,586 Km",Nhap khau,SUV,Xang 4.6 L,Den,Nau,8 cho,5 cua,Ha Noi
Xe LandRover Range Rover HSE 3.0 2015 - 2 Ty 555 Trieu,2 Ty 555 Trieu,4/11/2024,2015,Xe da dung,"89,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Nhieu mau,5 cho,5 cua,Ha Noi
Xe Honda CRV 2.0 AT 2015 - 525 Trieu,525 Trieu,4/11/2024,2015,Xe da dung,"120,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xam,Den,5 cho,5 cua,Ha Noi
Xe Toyota Camry 2.0G 2022 - 945 Trieu,945 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Nhap khau,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Toyota Camry 2.5Q 2022 - 1 Ty 175 Trieu,1 Ty 175 Trieu,4/11/2024,2022,Xe da dung,"50,000 Km",Nhap khau,Sedan,Xang 2.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Toyota Fortuner 2.4G 4x2 AT 2019 - 799 Trieu,799 Trieu,4/11/2024,2019,Xe da dung,"91,000 Km",Nhap khau,SUV,Dau 2.4 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz Maybach S400 2016 - 2 Ty 580 Trieu,2 Ty 580 Trieu,4/11/2024,2016,Xe da dung,0 Km,Nhap khau,Sedan,Xang 3.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2022 - 1 Ty 959 Trieu,1 Ty 959 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe Toyota Raize G 1.0 CVT 2021 - 460 Trieu,460 Trieu,4/11/2024,2021,Xe da dung,"15,000 Km",Nhap khau,SUV,Xang 1.0 L,Vang,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E200 Exclusive 2021 - 1 Ty 699 Trieu,1 Ty 699 Trieu,4/11/2024,2021,Xe da dung,"20,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Nau,5 cho,4 cua,Ha Noi
Xe Toyota Raize G 1.0 CVT 2022 - 485 Trieu,485 Trieu,4/11/2024,2022,Xe da dung,"47,000 Km",Nhap khau,SUV,Xang 1.0 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz S class S450L 2020 - 2 Ty 750 Trieu,2 Ty 750 Trieu,4/11/2024,2020,Xe da dung,"39,000 Km",Lap rap trong nuoc,Sedan,Xang 3.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Kia Morning Si AT 2016 - 268 Trieu,268 Trieu,4/11/2024,2016,Xe da dung,"29,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.25 L,Do,Nhieu mau,5 cho,5 cua,Ha Noi
Xe Toyota Vios G 1.5 CVT 2021 - 450 Trieu,450 Trieu,4/11/2024,2021,Xe da dung,"52,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Vang,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Prado TXL 2.7L 2015 - 1 Ty 30 Trieu,1 Ty 30 Trieu,4/11/2024,2015,Xe da dung,"10,000 Km",Nhap khau,SUV,Xang 2.7 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Mitsubishi Attrage 1.2 CVT 2022 - 405 Trieu,405 Trieu,4/11/2024,2022,Xe da dung,"43,000 Km",Nhap khau,Sedan,Xang 1.2 L,Do,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2022 - 1 Ty 970 Trieu,1 Ty 970 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Peugeot 3008 AL 2022 - 835 Trieu,835 Trieu,4/11/2024,2022,Xe da dung,"29,000 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Nau,Den,5 cho,5 cua,Ha Noi
Xe Porsche Cayenne 3.0 V6 2019 - 4 Ty 280 Trieu,4 Ty 280 Trieu,4/11/2024,2019,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 3.0 L,Cam,Den,5 cho,5 cua,Ha Noi
Xe Lexus NX 300 2017 - 1 Ty 580 Trieu,1 Ty 580 Trieu,4/11/2024,2017,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 2.0 L,Den,Do,5 cho,5 cua,Ha Noi
Xe Hyundai Tucson 2.0 AT 2019 - 625 Trieu,625 Trieu,4/11/2024,2019,Xe da dung,"58,000 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Toyota Corolla Cross 1.8HV 2022 - 815 Trieu,815 Trieu,4/11/2024,2022,Xe da dung,"55,000 Km",Nhap khau,SUV,Hybrid 1.8 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2019 - 845 Trieu,845 Trieu,4/11/2024,2019,Xe da dung,0 Km,Nhap khau,SUV,Dau 2.0 L,Cat,Den,7 cho,5 cua,Ha Noi
Xe Toyota Innova 2.0G 2018 - 570 Trieu,570 Trieu,4/11/2024,2018,Xe da dung,"180,000 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Dong,Nau,8 cho,5 cua,Ha Noi
Xe Mitsubishi Xpander Cross 1.5 AT 2021 - 568 Trieu,568 Trieu,4/11/2024,2021,Xe da dung,"22,000 Km",Nhap khau,SUV,Xang 1.5 L,Cam,Den,7 cho,5 cua,Ha Noi
Xe Hyundai Accent 1.4 AT 2023 - 440 Trieu,440 Trieu,4/11/2024,2023,Xe da dung,"46,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Do,Nhieu mau,5 cho,4 cua,Ha Noi
Xe Hyundai SantaFe Premium 2.2L HTRAC 2020 - 889 Trieu,889 Trieu,4/11/2024,2020,Xe da dung,"75,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Xanh,Nau,7 cho,5 cua,Ha Noi
Xe VinFast Lux SA 2.0 Plus 2.0 AT 2021 - 770 Trieu,770 Trieu,4/11/2024,2021,Xe da dung,"37,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Den,7 cho,5 cua,Ha Noi
Xe Ford Focus S 2.0 AT 2015 - 335 Trieu,335 Trieu,4/11/2024,2015,Xe da dung,"60,000 Km",Lap rap trong nuoc,Hatchback,Xang 2.0 L,Do,Ghi,5 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E250 2017 - 995 Trieu,995 Trieu,4/11/2024,2017,Xe da dung,"50,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe VinFast President 6.2 V8 2021 - 1 Ty 350 Trieu,1 Ty 350 Trieu,4/11/2024,2021,Xe da dung,"57,000 Km",Lap rap trong nuoc,SUV,Xang 6.2 L,Xam,Nau,7 cho,5 cua,Ha Noi
Xe Peugeot 5008 1.6 AT 2019 - 639 Trieu,639 Trieu,4/11/2024,2019,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Xang 1.6 L,Xanh,Den,7 cho,5 cua,Ha Noi
Xe Kia Morning Si AT 2016 - 260 Trieu,260 Trieu,4/11/2024,2016,Xe da dung,"60,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.25 L,Do,Ghi,5 cho,5 cua,Ha Noi
Xe Kia Sorento 2.4 GAT Premium 2019 - 640 Trieu,640 Trieu,4/11/2024,2019,Xe da dung,"50,000 Km",Lap rap trong nuoc,SUV,Xang 2.4 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E200 Exclusive 2021 - 1 Ty 619 Trieu,1 Ty 619 Trieu,4/11/2024,2021,Xe da dung,"72,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz C class C43 AMG 4Matic 2023 - 2 Ty 350 Trieu,2 Ty 350 Trieu,4/11/2024,2023,Xe da dung,"14,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe LandRover Range Rover Vogue 3.0 2019 - 5 Ty 968 Trieu,5 Ty 968 Trieu,4/11/2024,2019,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 3.0 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Toyota Yaris Cross HEV 1.5 CVT 2023 - 750 Trieu,750 Trieu,4/11/2024,2023,Xe da dung,"18,000 Km",Nhap khau,SUV,Hybrid 1.5 L,Xanh,Den,5 cho,5 cua,Ha Noi
Xe Porsche Macan 2.0 2023 - 3 Ty 666 Trieu,3 Ty 666 Trieu,4/11/2024,2023,Xe da dung,"19,000 Km",Nhap khau,SUV,Xang 2.0 L,Ghi,Do,5 cho,5 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2WD 2018 - 630 Trieu,630 Trieu,4/11/2024,2018,Xe da dung,"48,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2022 - 1 Ty 175 Trieu,1 Ty 175 Trieu,4/11/2024,2022,Xe da dung,"24,000 Km",Nhap khau,SUV,Dau 2.0 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe Lexus RX 350 AWD 2014 - 1 Ty 459 Trieu,1 Ty 459 Trieu,4/11/2024,2014,Xe da dung,"59,000 Km",Nhap khau,SUV,Xang 3.5 L,Trang,Kem,5 cho,5 cua,Ha Noi
Xe Mitsubishi Outlander 2.0 CVT 2018 - 568 Trieu,568 Trieu,4/11/2024,2018,Xe da dung,"79,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz Maybach S450 4Matic 2020 - 4 Ty 650 Trieu,4 Ty 650 Trieu,4/11/2024,2020,Xe da dung,"35,000 Km",Nhap khau,Sedan,Xang 3.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Kia Seltos Luxury 1.4 AT 2020 - 565 Trieu,565 Trieu,4/11/2024,2020,Xe da dung,"33,000 Km",Lap rap trong nuoc,Crossover,Xang 1.4 L,Do,Kem,5 cho,5 cua,Ha Noi
Xe Mercedes Benz C class C300 AMG 2019 - 1 Ty 85 Trieu,1 Ty 85 Trieu,4/11/2024,2019,Xe da dung,"80,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz S class S450L 2019 - 2 Ty 390 Trieu,2 Ty 390 Trieu,4/11/2024,2019,Xe da dung,"50,000 Km",Lap rap trong nuoc,Sedan,Xang 3.0 L,Nau,Kem,5 cho,4 cua,Ha Noi
Xe Kia Sedona 2.2 DAT Luxury 2021 - 899 Trieu,899 Trieu,4/11/2024,2021,Xe da dung,"60,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Do,Kem,7 cho,5 cua,Ha Noi
Xe Mitsubishi Outlander 2.0 CVT Premium 2020 - 695 Trieu,695 Trieu,4/11/2024,2020,Xe da dung,"62,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Hyundai Accent 1.4 AT 2023 - 445 Trieu,445 Trieu,4/11/2024,2023,Xe da dung,"26,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Bac,Nhieu mau,5 cho,4 cua,Ha Noi
Xe LandRover Range Rover Autobiography LWB 5.0 2014 - 3 Ty 150 Trieu,3 Ty 150 Trieu,4/11/2024,2014,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 5.0 L,Den,Nau,4 cho,5 cua,Ha Noi
Xe Hyundai Accent 1.4 AT 2023 - 445 Trieu,445 Trieu,4/11/2024,2023,Xe da dung,"26,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Bac,Nhieu mau,5 cho,4 cua,Ha Noi
Xe LandRover Range Rover Autobiography LWB 5.0 2014 - 3 Ty 150 Trieu,3 Ty 150 Trieu,4/11/2024,2014,Xe da dung,"80,000 Km",Nhap khau,SUV,Xang 5.0 L,Den,Nau,4 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2023 - 2 Ty 596 Trieu,2 Ty 596 Trieu,4/11/2024,2023,Xe da dung,"32,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Nhieu mau,5 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Cao cap 2.2L HTRAC 2021 - 1 Ty 65 Trieu,1 Ty 65 Trieu,4/11/2024,2021,Xe da dung,"30,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Xanh,Nau,7 cho,5 cua,Ha Noi
Xe Toyota Alphard Executive Lounge 2019 - 2 Ty 899 Trieu,2 Ty 899 Trieu,4/11/2024,2019,Xe da dung,"60,000 Km",Nhap khau,Van/Minivan,Xang 3.5 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Toyota Hilux 2.4L 4x2 AT 2020 - 609 Trieu,609 Trieu,4/11/2024,2020,Xe da dung,"61,230 Km",Nhap khau,Ban tai / Pickup,Dau 2.4 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2021 - 1 Ty 599 Trieu,1 Ty 599 Trieu,4/11/2024,2021,Xe da dung,"20,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Den,5 cho,5 cua,Ha Noi
Xe LandRover Range Rover Evoque HSE Dynamic 2015 - 920 Trieu,920 Trieu,4/11/2024,2015,Xe da dung,"70,000 Km",Nhap khau,SUV,Xang 2.0 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2WD 2018 - 656 Trieu,656 Trieu,4/11/2024,2018,Xe da dung,"65,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Ford EcoSport Titanium 1.5L AT 2020 - 460 Trieu,460 Trieu,4/11/2024,2020,Xe da dung,"50,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Ford Mustang EcoBoost Fastback 2018 - 1 Ty 868 Trieu,1 Ty 868 Trieu,4/11/2024,2018,Xe da dung,"40,000 Km",Nhap khau,Coupe,Xang 2.3 L,Trang,Den,4 cho,2 cua,Ha Noi
Xe VinFast Lux A 2.0 Nang cao 2022 - 650 Trieu,650 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Nau,5 cho,4 cua,Ha Noi
Xe VinFast Lux A 2.0 Tieu chuan 2022 - 620 Trieu,620 Trieu,4/11/2024,2022,Xe da dung,"20,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Nau,5 cho,4 cua,Ha Noi
Xe Mazda CX5 2.0 AT 2017 - 639 Trieu,639 Trieu,4/11/2024,2017,Xe da dung,"69,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Kia Carnival Signature 2.2D 2023 - 1 Ty 330 Trieu,1 Ty 330 Trieu,4/11/2024,2023,Xe da dung,"50,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Trang,Nhieu mau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 200 2021 - 1 Ty 490 Trieu,1 Ty 490 Trieu,4/11/2024,2021,Xe da dung,"65,900 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2WD 2018 - 655 Trieu,655 Trieu,4/11/2024,2018,Xe da dung,"79,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2021 - 835 Trieu,835 Trieu,4/11/2024,2021,Xe da dung,"49,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Nau,7 cho,5 cua,Ha Noi
Xe LandRover Defender 90 P300 2.0 AT 2020 - 3 Ty 500 Trieu,3 Ty 500 Trieu,4/11/2024,2020,Xe da dung,"56,000 Km",Nhap khau,SUV,Xang 2.0 L,Den,Kem,4 cho,5 cua,Ha Noi
Xe Porsche Cayenne S E-Hybrid Platinum Edition 2017 - 2 Ty 350 Trieu,2 Ty 350 Trieu,4/11/2024,2017,Xe da dung,"46,000 Km",Nhap khau,SUV,Hybrid 3.0 L,Nau,Kem,5 cho,5 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2021 - 835 Trieu,835 Trieu,4/11/2024,2021,Xe da dung,"49,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Nau,7 cho,5 cua,Ha Noi
Xe LandRover Defender 90 P300 2.0 AT 2020 - 3 Ty 500 Trieu,3 Ty 500 Trieu,4/11/2024,2020,Xe da dung,"56,000 Km",Nhap khau,SUV,Xang 2.0 L,Den,Kem,4 cho,5 cua,Ha Noi
Xe Porsche Cayenne S E-Hybrid Platinum Edition 2017 - 2 Ty 350 Trieu,2 Ty 350 Trieu,4/11/2024,2017,Xe da dung,"46,000 Km",Nhap khau,SUV,Hybrid 3.0 L,Nau,Kem,5 cho,5 cua,Ha Noi
Xe Nissan X trail V Series 2.5 SV Premium 4WD 2019 - 610 Trieu,610 Trieu,4/11/2024,2019,Xe da dung,"54,866 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Xanh,Den,7 cho,5 cua,Ha Noi
Xe Hyundai Kona 1.6 Turbo 2018 - 495 Trieu,495 Trieu,4/11/2024,2018,Xe da dung,"56,000 Km",Lap rap trong nuoc,Crossover,Xang 1.6 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 250 4Matic 2019 - 1 Ty 150 Trieu,1 Ty 150 Trieu,4/11/2024,2019,Xe da dung,"41,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Ford Focus Titanium 2.0 AT 2014 - 295 Trieu,295 Trieu,4/11/2024,2014,Xe da dung,"100,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Xam,Kem,5 cho,4 cua,Ha Noi
Xe Honda CRV E 2022 - 835 Trieu,835 Trieu,4/11/2024,2022,Xe da dung,"59,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Mercedes Benz Maybach S600 2015 - 3 Ty 639 Trieu,3 Ty 639 Trieu,4/11/2024,2015,Xe da dung,"60,000 Km",Nhap khau,Sedan,Xang 6.0 L,Den,Kem,4 cho,4 cua,Ha Noi
Xe Mitsubishi Outlander 2.0 CVT 2019 - 610 Trieu,610 Trieu,4/11/2024,2019,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Toyota Veloz Cross Top 1.5 CVT 2023 - 625 Trieu,625 Trieu,4/11/2024,2023,Xe da dung,"26,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GL 500 4Matic 2014 - 1 Ty 99 Trieu,1 Ty 99 Trieu,4/11/2024,2014,Xe da dung,"130,000 Km",Nhap khau,SUV,Xang 4.7 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Toyota Corolla Cross 1.8G 2022 - 716 Trieu,716 Trieu,4/11/2024,2022,Xe da dung,"26,000 Km",Nhap khau,SUV,Xang 1.8 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe LandRover Range Rover Autobiography 3.0 2014 - 2 Ty 590 Trieu,2 Ty 590 Trieu,4/11/2024,2014,Xe da dung,"68,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai SantaFe 2.2L 4WD 2017 - 695 Trieu,695 Trieu,4/11/2024,2017,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Dau 2.2 L,Vang,Kem,7 cho,5 cua,Ha Noi
Xe Mercedes Benz C class C180 2020 - 889 Trieu,889 Trieu,4/11/2024,2020,Xe da dung,"32,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Nissan X trail V Series 2.5 SV Premium 4WD 2019 - 625 Trieu,625 Trieu,4/11/2024,2019,Xe da dung,"68,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Toyota Fortuner 2.7V 4x4 AT 2019 - 865 Trieu,865 Trieu,4/11/2024,2019,Xe da dung,0 Km,Nhap khau,SUV,Xang 2.7 L,Den,-,7 cho,5 cua,Ha Noi
Xe BMW X5 xDrive35i 2014 - 986 Trieu,986 Trieu,4/11/2024,2014,Xe da dung,"90,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe Nissan X trail V Series 2.5 SV Premium 4WD 2019 - 635 Trieu,635 Trieu,4/11/2024,2019,Xe da dung,"68,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Mitsubishi Xpander 1.5 AT 2020 - 515 Trieu,515 Trieu,4/11/2024,2020,Xe da dung,"67,000 Km",Nhap khau,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Hyundai SantaFe Premium 2.2L HTRAC 2020 - 899 Trieu,899 Trieu,4/11/2024,2020,Xe da dung,"74,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Xanh,Nau,7 cho,5 cua,Ha Noi
Xe Kia Carnival Premium 2.2D 2022 - 1 Ty 220 Trieu,1 Ty 220 Trieu,4/11/2024,2022,Xe da dung,"35,666 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Do,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 250 4Matic 2019 - 1 Ty 99 Trieu,1 Ty 99 Trieu,4/11/2024,2019,Xe da dung,"80,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Nau,5 cho,5 cua,Ha Noi
