Name,Price,SellDate,Date,Condition,Mileage,Origin,Body Type,Engine Type,Color,Color inside,Seats,Doors,City
Xe Toyota Fortuner 2.4G 4x2 AT 2019 - 855 Trieu,855 Trieu,4/11/2024,2019,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Dau 2.4 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2023 - 2 Ty 660 Trieu,2 Ty 660 Trieu,4/11/2024,2023,Xe da dung,"7,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Kia Sorento Signature 2.5 AT AWD 2021 - 929 Trieu,929 Trieu,4/11/2024,2021,Xe da dung,"30,000 Km",Lap rap trong nuoc,SUV,Xang 2.5 L,Trang,Kem,6 cho,5 cua,TP HCM
Xe Lexus ES 300h 2024 - 3 Ty 140 Trieu,3 Ty 140 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Sedan,Hybrid 2.5 L,Trang,Mau khac,5 cho,4 cua,,Ha Noi
Xe Mercedes Benz C class C300 AMG 2024 - 1 Ty 948 Trieu,1 Ty 948 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,,Ha Noi
Xe Mercedes Benz C class C200 Avantgarde 2022 - 1 Ty 539 Trieu,1 Ty 539 Trieu,4/11/2024,2022,Xe da dung,"9,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Toyota Vios 1.5E CVT 2018 - 385 Trieu,385 Trieu,4/11/2024,2018,Xe da dung,"86,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Xam,Den,5 cho,4 cua,Ha Noi
Xe Suzuki XL7 Hybrid 1.5 AT 2024 - 607 Trieu,607 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Hybrid 1.5 L,Trang,Den,7 cho,5 cua,,TP HCM
Xe Ford Everest Titanium Plus 2.0L 4x4 AT 2024 - 1 Ty 388 Trieu,1 Ty 388 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Dau 2.0 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Lexus ES 250 F Sport 2024 - 2 Ty 710 Trieu,2 Ty 710 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 2.5 L,Trang,Nhieu mau,5 cho,4 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Kem,7 cho,5 cua,,Ha Noi
Xe VinFast Fadil 1.4 AT 2021 - 314 Trieu,314 Trieu,4/11/2024,2021,Xe da dung,"30,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.4 L,Do,Den,5 cho,5 cua,Hai Phong
Xe Kia Carnival Premium 2.2D 8S 2025 - 1 Ty 479 Trieu,1 Ty 479 Trieu,4/11/2024,2025,Xe moi,Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Xanh,Den,8 cho,5 cua,,Ha Noi
Xe Kia Carnival Signature 2.2D 2021 - 1 Ty 229 Trieu,1 Ty 229 Trieu,4/11/2024,2021,Xe da dung,"49,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Honda Brio RS 2020 - 365 Trieu,365 Trieu,4/11/2024,2020,Xe da dung,"39,000 Km",Nhap khau,Hatchback,Xang 1.2 L,Do,Den,5 cho,5 cua,Ba Ria Vung Tau
Xe Hyundai Accent Cao cap 1.5 AT 2024 - 540 Trieu,540 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,,Ha Noi
Xe Mazda 6 Signature Premium 2.5 AT 2022 - 795 Trieu,795 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Lap rap trong nuoc,Sedan,Xang 2.5 L,Trang,Nau,5 cho,4 cua,Ha Noi
Xe VinFast Lux SA 2.0 Premium 2.0 AT 2020 - 780 Trieu,780 Trieu,4/11/2024,2020,Xe da dung,"79,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Nau,7 cho,5 cua,Ha Noi
Xe Ford Territory Titanium 1.5 AT 2024 - 840 Trieu,840 Trieu,4/11/2024,2024,Xe da dung,"20,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Honda Accord 1.5 AT 2022 - 996 Trieu,996 Trieu,4/11/2024,2022,Xe da dung,"39,000 Km",Nhap khau,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,Ha Noi
Xe Hyundai SantaFe 2.2L 2017 - 686 Trieu,686 Trieu,4/11/2024,2017,Xe da dung,"89,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Bac,Ghi,7 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E300 AMG 2017 - 1 Ty 339 Trieu,1 Ty 339 Trieu,4/11/2024,2017,Xe da dung,"40,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Den,5 cho,4 cua,Ha Noi
Xe Mazda 3 1.5L Luxury 2020 - 530 Trieu,530 Trieu,4/11/2024,2020,Xe da dung,"40,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,Ha Noi
Xe Toyota Fortuner 2.4G 4x2 AT Legender 2021 - 1 Ty 72 Trieu,1 Ty 72 Trieu,4/11/2024,2021,Xe da dung,"59,000 Km",Lap rap trong nuoc,SUV,Dau 2.4 L,Trang,Den,7 cho,5 cua,TP HCM
Xe Lexus RX 350 Premium 2023 - 3 Ty 650 Trieu,3 Ty 650 Trieu,4/11/2024,2023,Xe da dung,"4,000 Km",Nhap khau,SUV,Xang 2.4 L,Trang,Mau khac,5 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 300 4Matic 2021 - 1 Ty 738 Trieu,1 Ty 738 Trieu,4/11/2024,2021,Xe da dung,"38,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Den,5 cho,5 cua,TP HCM
Xe VinFast VF6 Plus 2024 - 661 Trieu,661 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Dien 0.6 L,Do,Nau,5 cho,5 cua,,Ha Noi
Xe Hyundai Accent 1.4 AT Dac Biet 2021 - 445 Trieu,445 Trieu,4/11/2024,2021,Xe da dung,"30,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Do,Nhieu mau,5 cho,4 cua,Ha Noi
Xe Mercedes Benz C class C250 Exclusive 2018 - 859 Trieu,859 Trieu,4/11/2024,2018,Xe da dung,"66,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,TP HCM
Xe Mercedes Benz C class C250 Exclusive 2018 - 859 Trieu,859 Trieu,4/11/2024,2018,Xe da dung,"66,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Den,5 cho,4 cua,TP HCM
Xe Porsche Cayenne 3.0 V6 2020 - 3 Ty 980 Trieu,3 Ty 980 Trieu,4/11/2024,2020,Xe da dung,"50,000 Km",Nhap khau,SUV,Xang 3.0 L,Xanh,Nau,5 cho,5 cua,Ha Noi
Xe Toyota Vios 1.5G 2019 - 430 Trieu,430 Trieu,4/11/2024,2019,Xe da dung,"45,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Kem,5 cho,4 cua,Hai Duong
Xe Mazda 3 1.5L Deluxe 2023 - 559 Trieu,559 Trieu,4/11/2024,2023,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,,Ha Noi
Xe Volkswagen Teramont X Platinum 2.0 AT 2024 - 2 Ty 168 Trieu,2 Ty 168 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 2.0 L,Xam,Den,5 cho,5 cua,,Ha Noi
Xe Hyundai Custin Tieu Chuan 1.5T 2024 - 835 Trieu,835 Trieu,3/11/2024,2024,Xe moi,Lap rap trong nuoc,Van/Minivan,Xang 1.5 L,Trang,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Corolla altis 1.8HEV 2024 - 870 Trieu,870 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Hybrid 1.8 L,Trang,Kem,5 cho,4 cua,,TP HCM
Xe Mercedes Benz S class S450L 2019 - 2 Ty 350 Trieu,2 Ty 350 Trieu,4/11/2024,2019,Xe da dung,"30,000 Km",Lap rap trong nuoc,Sedan,Xang 3.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Honda Civic RS 1.5 AT 2024 - 870 Trieu,870 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,,Binh Duong
Xe BMW X3 sDrive20i M Sport 2023 - 1 Ty 899 Trieu,1 Ty 899 Trieu,4/11/2024,2023,Xe da dung,"22,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xanh,Den,5 cho,5 cua,TP HCM
Xe Chevrolet Spark LTZ 1.0 AT 2013 - 180 Trieu,180 Trieu,4/11/2024,2013,Xe da dung,"70,000 Km",Lap rap trong nuoc,Hatchback,Xang 1.0 L,Bac,Den,5 cho,5 cua,Ha Noi
Xe Toyota Innova 2.0E 2015 - 342 Trieu,342 Trieu,4/11/2024,2015,Xe da dung,"138,000 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Bac,Kem,8 cho,5 cua,Ha Noi
Xe Mercedes Benz GLS 580 4Matic 2021 - 5 Ty 888 Trieu,5 Ty 888 Trieu,3/11/2024,2021,Xe da dung,"45,000 Km",Nhap khau,SUV,Xang 4.0 L,Dong,Nau,7 cho,5 cua,Ha Noi
Xe MG ZS Luxury 1.5 AT 2WD 2024 - 495 Trieu,495 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Trang,-,5 cho,5 cua,,Ha Noi
Xe Hyundai SantaFe 2.2L 4WD 2017 - 690 Trieu,690 Trieu,3/11/2024,2017,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Dau 2.2 L,Vang,Kem,7 cho,5 cua,Ha Noi
Xe Mercedes Benz E class E200 2014 - 580 Trieu,580 Trieu,4/11/2024,2014,Xe da dung,0 Km,Lap rap trong nuoc,Sedan,Xang 2.0 L,Den,Nau,5 cho,4 cua,Ha Noi
Xe Ford Everest Titanium 2.0L 4x2 AT 2020 - 899 Trieu,899 Trieu,4/11/2024,2020,Xe da dung,"70,000 Km",Nhap khau,SUV,Dau 2.0 L,Trang,Den,7 cho,5 cua,Ha Noi
Xe Ford EcoSport Titanium 1.5L AT 2016 - 365 Trieu,365 Trieu,3/11/2024,2016,Xe da dung,"50,000 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,5 cho,5 cua,TP HCM
Xe Ford EcoSport Titanium 1.0 EcoBoost 2018 - 389 Trieu,389 Trieu,4/11/2024,2018,Xe da dung,"110,000 Km",Lap rap trong nuoc,SUV,Xang 1.0 L,Bac,Den,5 cho,5 cua,Ha Noi
Xe Mazda CX5 2.5 AT 2016 - 495 Trieu,495 Trieu,4/11/2024,2016,Xe da dung,0 Km,Lap rap trong nuoc,SUV,Xang 2.5 L,Cat,Den,5 cho,5 cua,Hai Phong
Xe Peugeot 2008 GT Line 1.2 AT 2022 - 648 Trieu,648 Trieu,4/11/2024,2022,Xe da dung,"14,000 Km",Lap rap trong nuoc,Crossover,Xang 1.2 L,Do,Den,5 cho,5 cua,Nghe An
Xe Hyundai Kona 2.0 AT 2019 - 479 Trieu,479 Trieu,4/11/2024,2019,Xe da dung,"37,000 Km",Lap rap trong nuoc,Crossover,Xang 2.0 L,Trang,Nau,5 cho,5 cua,TP HCM
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Mitsubishi Xpander 1.5 MT 2024 - 525 Trieu,525 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Xang 1.5 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Hyundai Elantra 1.6 AT 2019 - 468 Trieu,468 Trieu,4/11/2024,2019,Xe da dung,"56,000 Km",Lap rap trong nuoc,Sedan,Xang 1.6 L,Trang,Kem,5 cho,4 cua,TP HCM
Xe Ford Everest Titanium 2.0L 4x2 AT 2023 - 1 Ty 260 Trieu,1 Ty 260 Trieu,4/11/2024,2023,Xe da dung,"17,500 Km",Nhap khau,SUV,Dau 2.0 L,Trang,Den,7 cho,5 cua,TP HCM
Xe Kia Sedona 2.2 DAT Luxury 2020 - 905 Trieu,905 Trieu,4/11/2024,2020,Xe da dung,"30,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Xanh,Kem,7 cho,5 cua,Ha Noi
Xe Bentley Flying Spur Speed 2009 - 1 Ty 470 Trieu,1 Ty 470 Trieu,4/11/2024,2009,Xe da dung,"100,000 Km",Nhap khau,Sedan,Xang 6.0 L,Trang,Kem,5 cho,4 cua,Ha Noi
Xe Hyundai Accent 1.4 AT 2022 - 445 Trieu,445 Trieu,3/11/2024,2022,Xe da dung,"12,000 Km",Lap rap trong nuoc,Sedan,Xang 1.4 L,Den,Den,5 cho,4 cua,Quang Ninh
Xe Mercedes Benz C class C200 Avantgarde Plus 2022 - 1 Ty 488 Trieu,1 Ty 488 Trieu,4/11/2024,2022,Xe da dung,"22,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Nhieu mau,5 cho,4 cua,TP HCM
Xe Mercedes Benz GLC 300 4Matic 2022 - 1 Ty 969 Trieu,1 Ty 969 Trieu,4/11/2024,2022,Xe da dung,"27,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Toyota Prado TXL 2.7L 2015 - 1 Ty 120 Trieu,1 Ty 120 Trieu,4/11/2024,2015,Xe da dung,"82,000 Km",Nhap khau,SUV,Xang 2.7 L,Den,Den,7 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2022 - 1 Ty 699 Trieu,1 Ty 699 Trieu,4/11/2024,2022,Xe da dung,"8,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Kem,5 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2023 - 2 Ty 99 Trieu,2 Ty 99 Trieu,4/11/2024,2023,Xe da dung,"7,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Nau,5 cho,5 cua,Ha Noi
Xe Kia K3 Deluxe 1.6 MT 2022 - 460 Trieu,460 Trieu,4/11/2024,2022,Xe da dung,"42,000 Km",Lap rap trong nuoc,Sedan,Xang 1.6 L,Trang,Ghi,5 cho,4 cua,Dak Lak
Xe Lexus GX 470 2006 - 620 Trieu,620 Trieu,4/11/2024,2006,Xe da dung,"150,000 Km",Nhap khau,SUV,Xang 4.7 L,Den,Kem,7 cho,5 cua,Ha Noi
Xe Mazda CX5 Deluxe 2.0 AT 2022 - 710 Trieu,710 Trieu,3/11/2024,2022,Xe da dung,"46,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xam,Den,5 cho,5 cua,TP HCM
Xe Toyota Corolla Cross 1.8V 2022 - 755 Trieu,755 Trieu,4/11/2024,2022,Xe da dung,"16,000 Km",Nhap khau,SUV,Xang 1.8 L,Xanh,Nau,5 cho,5 cua,Ha Noi
Xe Honda CRV 2.0 AT 2013 - 460 Trieu,460 Trieu,4/11/2024,2013,Xe da dung,"90,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Xam,Kem,5 cho,5 cua,Ha Noi
Xe Porsche Cayenne 3.0 V6 2021 - 4 Ty 550 Trieu,4 Ty 550 Trieu,4/11/2024,2021,Xe da dung,"55,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Porsche Cayenne 3.0 V6 2021 - 4 Ty 550 Trieu,4 Ty 550 Trieu,4/11/2024,2021,Xe da dung,"55,000 Km",Nhap khau,SUV,Xang 3.0 L,Den,Nau,5 cho,5 cua,Ha Noi
Xe Hyundai Creta Cao cap 1.5 AT 2024 - 672 Trieu,672 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 1.5 L,Trang,Den,5 cho,5 cua,,Ha Noi
Xe Mercedes Benz GLC 200 2022 - 1 Ty 489 Trieu,1 Ty 489 Trieu,4/11/2024,2022,Xe da dung,"38,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Do,Den,5 cho,5 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2024 - 2 Ty 99 Trieu,2 Ty 99 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,,Ha Noi
Xe Mercedes Benz S class S450 4Matic Luxury 2022 - 4 Ty 599 Trieu,4 Ty 599 Trieu,4/11/2024,2022,Xe da dung,"21,000 Km",Nhap khau,Sedan,Xang 3.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe BMW X4 xDrive28i 2014 - 799 Trieu,799 Trieu,4/11/2024,2014,Xe da dung,"100,000 Km",Nhap khau,SUV,Xang 2.0 L,Den,Den,5 cho,5 cua,Ha Noi
Xe Lexus RX 350 Premium 2024 - 3 Ty 430 Trieu,3 Ty 430 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 2.4 L,Trang,Nau,5 cho,5 cua,,TP HCM
Xe Toyota Vios G 1.5 CVT 2024 - 545 Trieu,545 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,Den,5 cho,4 cua,,TP HCM
Xe LandRover Range Rover Sport HSE 2.0 Si4 2021 - 5 Ty 999 Trieu,5 Ty 999 Trieu,4/11/2024,2021,Xe moi,Nhap khau,SUV,Xang 2.0 L,Trang,Kem,7 cho,5 cua,,TP HCM
Xe Mercedes Benz GLE Class GLE 53 4Matic+ Coupe AMG 2022 - 4 Ty 999 Trieu,4 Ty 999 Trieu,4/11/2024,2022,Xe da dung,20 Km,Nhap khau,SUV,Xang 3.0 L,Den,Nhieu mau,5 cho,5 cua,Ha Noi
Xe Toyota Camry 2.5Q 2022 - 1 Ty 239 Trieu,1 Ty 239 Trieu,4/11/2024,2022,Xe da dung,"30,000 Km",Nhap khau,Sedan,Xang 2.5 L,Trang,Kem,5 cho,4 cua,TP HCM
Xe Mazda 3 1.5 AT 2018 - 448 Trieu,448 Trieu,4/11/2024,2018,Xe da dung,"77,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Do,Den,5 cho,4 cua,TP HCM
Xe Hyundai i20 Active 1.4 AT 2015 - 365 Trieu,365 Trieu,3/11/2024,2015,Xe da dung,"60,000 Km",Nhap khau,Crossover,Xang 1.4 L,Nau,Nau,5 cho,5 cua,Ha Noi
Xe LandRover Range Rover Autobiography LWB 5.0 2014 - 3 Ty 450 Trieu,3 Ty 450 Trieu,3/11/2024,2014,Xe da dung,"40,000 Km",Nhap khau,SUV,Xang 5.0 L,Trang,Kem,4 cho,5 cua,Ha Noi
Xe Mercedes Benz S class S450 Luxury 2021 - 3 Ty 999 Trieu,3 Ty 999 Trieu,4/11/2024,2021,Xe da dung,"35,000 Km",Nhap khau,Sedan,Xang 3.0 L,Den,Den,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLS 450 4Matic 2020 - 3 Ty 650 Trieu,3 Ty 650 Trieu,4/11/2024,2020,Xe da dung,"76,000 Km",Nhap khau,SUV,Xang 3.0 L,Xanh,Nau,7 cho,5 cua,Ha Noi
Xe Toyota Land Cruiser 4.6 V8 2019 - 3 Ty 820 Trieu,3 Ty 820 Trieu,4/11/2024,2019,Xe da dung,"100,000 Km",Nhap khau,SUV,Xang 4.6 L,Den,Den,8 cho,5 cua,Ha Noi
Xe Kia Carens 1.5G Luxury 2023 - 663 Trieu,663 Trieu,4/11/2024,2023,Xe da dung,"6,800 Km",Lap rap trong nuoc,SUV,Xang 1.5 L,Do,Den,7 cho,5 cua,Ha Noi
Xe Ford Focus Titanium 2.0 AT 2014 - 295 Trieu,295 Trieu,3/11/2024,2014,Xe da dung,"100,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Ghi,Kem,5 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2023 - 2 Ty 90 Trieu,2 Ty 90 Trieu,4/11/2024,2023,Xe da dung,"3,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Den,Nau,5 cho,5 cua,Hai Phong
Xe Hyundai Tucson 2.0 AT Tieu chuan 2022 - 760 Trieu,760 Trieu,4/11/2024,2022,Xe da dung,0 Km,Lap rap trong nuoc,Crossover,Xang 2.0 L,Trang,-,5 cho,5 cua,Ha Noi
Xe Honda CRV G 2024 - 974 Trieu,974 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Xang 1.5 L,Trang,Den,7 cho,5 cua,,Ha Noi
Xe Toyota Wigo 1.2G MT 2019 - 235 Trieu,235 Trieu,4/11/2024,2019,Xe da dung,"234,000 Km",Nhap khau,Hatchback,Xang 1.2 L,Bac,Den,5 cho,5 cua,TP HCM
Xe Kia Optima 2.4 GT line 2017 - 530 Trieu,530 Trieu,4/11/2024,2017,Xe da dung,"57,000 Km",Lap rap trong nuoc,Sedan,Xang 2.4 L,Trang,Do,5 cho,4 cua,Binh Duong
Xe Ford Territory Titanium X 1.5 AT 2024 - 814 Trieu,814 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Xang 1.5 L,Den,Den,5 cho,5 cua,,Ha Noi
Xe Mercedes Benz E class E200 Exclusive 2022 - 2 Ty 39 Trieu,2 Ty 39 Trieu,4/11/2024,2022,Xe da dung,"7,999 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,TP HCM
Xe VinFast VF5 Plus 2024 - 450 Trieu,450 Trieu,4/11/2024,2024,Xe da dung,10 Km,Lap rap trong nuoc,SUV,Dien,Trang,Den,5 cho,5 cua,Ha Noi
Xe Mitsubishi Xpander 1.5 MT 2021 - 465 Trieu,465 Trieu,3/11/2024,2021,Xe da dung,"10,000 Km",Nhap khau,SUV,Xang 1.5 L,Den,Nau,7 cho,5 cua,Ha Noi
Xe Mercedes Benz S class S450 4Matic 2022 - 4 Ty 200 Trieu,4 Ty 200 Trieu,4/11/2024,2022,Xe da dung,"27,000 Km",Nhap khau,Sedan,Xang 3.0 L,Den,Kem,5 cho,4 cua,Ha Noi
Xe Toyota Vios 1.5G 2019 - 435 Trieu,435 Trieu,4/11/2024,2019,Xe da dung,"62,000 Km",Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Kem,5 cho,4 cua,Hai Phong
Xe Toyota Corolla altis 1.8G AT 2018 - 529 Trieu,529 Trieu,4/11/2024,2018,Xe da dung,"43,300 Km",Lap rap trong nuoc,Sedan,Xang 1.8 L,Den,Kem,5 cho,4 cua,TP HCM
Xe Kia Sedona 2.2L DATH 2018 - 750 Trieu,750 Trieu,4/11/2024,2018,Xe da dung,"100,000 Km",Lap rap trong nuoc,Van/Minivan,Dau 2.2 L,Trang,Kem,7 cho,5 cua,Ha Noi
Xe Honda HRV G 2024 - 659 Trieu,659 Trieu,4/11/2024,2024,Xe moi,Nhap khau,Crossover,Xang 1.5 L,Den,-,5 cho,5 cua,,Ha Noi
Xe Toyota Raize G 1.0 CVT 2023 - 535 Trieu,535 Trieu,4/11/2024,2023,Xe da dung,"26,000 Km",Nhap khau,SUV,Xang 1.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Kia Sportage Signature X-Line 2.0G 2024 - 899 Trieu,899 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Crossover,Xang 2.0 L,Trang,Den,5 cho,5 cua,,Ha Noi
Xe VinFast Lux A 2.0 Premium 2.0 AT 2019 - 595 Trieu,595 Trieu,4/11/2024,2019,Xe da dung,"50,000 Km",Lap rap trong nuoc,Sedan,Xang 2.0 L,Do,Nau,5 cho,4 cua,Ha Noi
Xe Toyota Vios E CVT 2024 - 460 Trieu,460 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Den,Den,5 cho,4 cua,,Ha Noi
Xe Mazda CX5 Deluxe 2.0 AT 2024 - 749 Trieu,749 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,,Ha Noi
Xe Toyota Land Cruiser 3.5 V6 2024 - 4 Ty 286 Trieu,4 Ty 286 Trieu,4/11/2024,2024,Xe moi,Nhap khau,SUV,Xang 3.4 L,Den,Den,7 cho,5 cua,,Ha Noi
Xe Kia Seltos Premium 1.4 AT 2023 - 680 Trieu,680 Trieu,3/11/2024,2023,Xe da dung,"12,000 Km",Lap rap trong nuoc,Crossover,Xang 1.4 L,Do,Kem,5 cho,5 cua,Quang Ninh
Xe Mazda 6 Signature Premium 2.5 AT 2022 - 790 Trieu,790 Trieu,4/11/2024,2022,Xe da dung,0 Km,Lap rap trong nuoc,Sedan,Xang 2.5 L,Trang,Nau,5 cho,4 cua,Long An
Xe Toyota Fortuner 2.4L 4x2 AT 2022 - 999 Trieu,999 Trieu,3/11/2024,2022,Xe da dung,"13,000 Km",Lap rap trong nuoc,SUV,Dau 2.4 L,Cat,Den,7 cho,5 cua,TP HCM
Xe Hyundai SantaFe 2.2L HTRAC 2019 - 830 Trieu,830 Trieu,4/11/2024,2019,Xe da dung,"56,000 Km",Lap rap trong nuoc,SUV,Dau 2.2 L,Den,Den,7 cho,5 cua,Ha Noi
Xe VinFast VF5 Plus 2024 - 450 Trieu,450 Trieu,3/11/2024,2024,Xe moi,Lap rap trong nuoc,SUV,Dien,Xam,Den,5 cho,5 cua,,TP HCM
Xe Volkswagen Viloran Premium 2024 - 1 Ty 989 Trieu,1 Ty 989 Trieu,3/11/2024,2024,Xe moi,Nhap khau,Van/Minivan,Xang 2.0 L,Bac,Kem,7 cho,5 cua,,Ha Noi
Xe Mercedes Benz E class E300 AMG 2024 - 2 Ty 545 Trieu,2 Ty 545 Trieu,4/11/2024,2024,Xe da dung,0 Km,Lap rap trong nuoc,Sedan,Xang 2.0 L,Trang,Den,5 cho,4 cua,TP HCM
Xe Toyota Vios E CVT 2024 - 455 Trieu,455 Trieu,4/11/2024,2024,Xe moi,Lap rap trong nuoc,Sedan,Xang 1.5 L,Trang,-,5 cho,4 cua,,Ha Noi
Xe Rolls Royce Phantom EWB 2015 - 12 Ty 500 Trieu,12 Ty 500 Trieu,4/11/2024,2015,Xe da dung,"55,500 Km",Nhap khau,Sedan,Xang 6.7 L,Den,Kem,4 cho,4 cua,Ha Noi
Xe Mercedes Benz GLC 200 4Matic 2021 - 1 Ty 439 Trieu,1 Ty 439 Trieu,4/11/2024,2021,Xe da dung,"55,000 Km",Lap rap trong nuoc,SUV,Xang 2.0 L,Trang,Den,5 cho,5 cua,Ha Noi
Xe Toyota Land Cruiser 4.6 V8 2019 - 3 Ty 885 Trieu,3 Ty 885 Trieu,4/11/2024,2019,Xe da dung,"129,999 Km",Nhap khau,SUV,Xang 4.6 L,Den,Den,8 cho,5 cua,Ha Noi
